"schluessel","straftat","gemeindeschluessel","stadt_landkreis","kreisart","anzahl_erfasste_faelle","haeufigkeitszahl","erfasste_faelle_davon_versuche_anzahl","erfasste_faelle_davon_versuche_anteil_in_percent","mit_schusswaffe_gedroht","mit_schusswaffe_geschossen","auffklaerung_anzahl_faelle","aufklaerungsquote","tatverdaechtige_insgesamt","tatverdaechtige_maennlich","tatverdaechtige_weiblich","nichtdeutsche_tatverdaechtige_anzahl","nichtdeutsche_tatverdaechtige_anteil_in_percent_an_der_gesamtzahl","x19","x20","x21","x22","x23","gemeinden_n","pop_20_sum","pop20_MEDIAN","bs20_MEAN","lupp20_MEAN","mean_FLAT_size_2022","livespace_MEAN_grid_2022","vac_MEAN_muni_2022","Rent_m2_EUR_2022","share_larger_HH_2022","share_big_WHG_2022","POP_60_plus_._2022","Tax_pp_2020","change_pc_bs_median","change_pc_flat_size","change_pc_livespace_pp","change_pc_income_tax_pp"
"892000","Gewaltkriminalität",12063,"Havelland","LK",285,175,71,24.9,7,2,234,82.1,267,235,32,71,26.6,2723642,NA,12063,"Havelland",162996,26,152750.3036,5.3859,851.7824,212.7553,99.7381,58.4048,5.2491,5.6542,0.2781,0.1219,33.6664,5.3293,3.4224,6.4246,28.1839,41.3738
"892000","Gewaltkriminalität",12064,"Märkisch-Oderland","LK",363,185,80,22,4,4,308,84.8,364,298,66,77,21.2,2723642,NA,12064,"Märkisch-Oderland",195751,45,184671.4005,5.1623,806.0836,212.3606,99.0026,59.8274,5.6744,5.3548,0.2699,0.1113,34.5776,5.2063,1.1127,7.5455,37.0598,49.8852
"892000","Gewaltkriminalität",12065,"Oberhavel","LK",335,157,69,20.6,0,1,283,84.5,339,304,35,100,29.5,2723642,NA,12065,"Oberhavel",212914,19,202806.8288,9.6014,1085.8938,172.5115,96.1353,59.3085,4.3442,6.0726,0.2651,0.1821,33.3846,6.4249,4.2343,3.2412,31.2633,35.2597
"892000","Gewaltkriminalität",12066,"Oberspreewald-Lausitz","LK",179,164,37,20.7,0,0,164,91.6,184,158,26,43,23.4,2723642,NA,12066,"Oberspreewald-Lausitz",109371,25,108948.9642,5.4849,960.2112,232.6426,96.9344,58.3904,7.3896,4.9852,0.2728,0.1634,37.1835,4.6308,-1.368,4.5846,33.5884,41.9409
"892000","Gewaltkriminalität",12067,"Oder-Spree","LK",338,189,50,14.8,3,1,280,82.8,334,265,69,94,28.1,2723642,NA,12067,"Oder-Spree",178803,37,173278.4911,6.0173,930.3631,205.0658,102.4814,59.6023,4.0571,5.8,0.278,0.1251,37.4553,6.0226,3.033,5.0302,30.073,27.3607
"892000","Gewaltkriminalität",12068,"Ostprignitz-Ruppin","LK",234,237,41,17.5,3,0,204,87.2,238,205,33,64,26.9,2723642,NA,12068,"Ostprignitz-Ruppin",98861,23,94541.0349,4.0586,765.0527,239.0435,99.9774,61.5532,5.6473,5.0783,0.2641,0.1147,36.6203,4.8908,-3.3196,5.0724,30.9681,51.2116
"892000","Gewaltkriminalität",12069,"Potsdam-Mittelmark","LK",276,127,51,18.5,3,3,234,84.8,274,228,46,95,34.7,2723642,NA,12069,"Potsdam-Mittelmark",216566,38,202619.0722,5.6581,872.843,221.532,106.2247,59.5814,4.3089,5.6855,0.3098,0.1034,34.8573,6.469,-1.9325,5.5055,31.2617,39.919
"892000","Gewaltkriminalität",12070,"Prignitz","LK",144,189,35,24.3,1,0,124,86.1,163,135,28,47,28.8,2723642,NA,12070,"Prignitz",76158,26,73555.1214,3.7172,750.975,296.4234,103.5285,63.133,8.3764,4.5108,0.2613,0.0932,38.5218,6.0354,-5.8681,10.0937,35.0705,77.2227
"892000","Gewaltkriminalität",12071,"Spree-Neiße","LK",157,138,27,17.2,2,1,138,87.9,150,132,18,24,16,2723642,NA,12071,"Spree-Neiße",113720,29,118805.4611,4.4331,776.7991,252.5777,102.4824,58.3727,8.1632,4.799,0.2891,0.1178,38.3119,5.0785,-1.015,7.0248,34.1279,33.472
"892000","Gewaltkriminalität",12072,"Teltow-Fläming","LK",285,168,59,20.7,1,5,236,82.8,306,270,36,126,41.2,2723642,NA,12072,"Teltow-Fläming",169997,16,157707.2751,5.7018,924.9094,225.6705,98.7725,59.6326,5.128,5.635,0.2796,0.1847,33.6059,6.1682,-1.1383,4.1521,29.7227,36.9998
"892000","Gewaltkriminalität",12073,"Uckermark","LK",288,242,59,20.5,2,5,253,87.8,291,240,51,42,14.4,2723642,NA,12073,"Uckermark",118947,33,115507.9725,3.6246,651.6991,231.9747,97.3725,61.7147,8.9741,4.6439,0.2599,0.1602,36.8381,4.685,-0.9994,6.9123,34.6941,53.7287
"892000","Gewaltkriminalität",13003,"Rostock","KfS",565,270,88,15.6,0,0,430,76.1,524,447,77,99,18.9,2723642,NA,13003,"Rostock",209191,1,195890.1771,18.9641,1211.8574,71.7233,66.05,53.7565,2.59,6.7,0.1507,0.7885,32.4097,NA,8.4477,-20.0989,23.4972,NA
"892000","Gewaltkriminalität",13004,"Schwerin","KfS",297,310,58,19.5,1,0,251,84.5,294,250,44,97,33,2723642,NA,13004,"Schwerin",95653,1,96355.8711,16.2327,1321.9786,93.8489,71.46,54.4748,6.03,6.06,0.1649,0.6889,34.5547,NA,5.314,-17.3071,7.8945,NA
"892000","Gewaltkriminalität",13071,"Mecklenburgische Seenplatte","LK",381,148,67,17.6,0,1,339,89,401,344,57,83,20.7,2723642,NA,13071,"Mecklenburgische Seenplatte",258074,148,242790.8526,3.7713,690.1893,249.804,98.2285,61.0315,9.4263,4.7054,0.2599,0.1607,36.6088,5.3595,-0.9513,6.7332,35.557,NA
"892000","Gewaltkriminalität",13072,"Landkreis Rostock","LK",363,168,59,16.3,0,0,327,90.1,372,312,60,84,22.6,2723642,NA,13072,"Landkreis Rostock",215794,112,203151.1575,4.7871,705.9407,190.3901,103.3544,60.0098,6.8809,5.4513,0.3043,0.1271,32.7779,6.2626,1.7372,7.9288,35.527,NA
"892000","Gewaltkriminalität",13073,"Vorpommern-Rügen","LK",489,218,94,19.2,0,0,421,86.1,482,405,77,54,11.2,2723642,NA,13073,"Vorpommern-Rügen",224702,101,209210.9334,4.2694,671.8778,203.595,94.7947,60.0663,7.2552,5.7613,0.2469,0.1506,36.8132,5.4692,2.1754,5.818,34.5791,NA
"892000","Gewaltkriminalität",13074,"Nordwestmecklenburg","LK",293,186,62,21.2,0,0,251,85.7,290,255,35,53,18.3,2723642,NA,13074,"Nordwestmecklenburg",157322,83,147769.8712,4.4384,710.7631,200.5335,103.7833,60.745,5.1702,5.4631,0.2937,0.1123,32.6717,5.9018,-1.0363,8.227,35.6462,NA
"892000","Gewaltkriminalität",13075,"Vorpommern-Greifswald","LK",358,152,70,19.6,1,2,322,89.9,410,348,62,53,12.9,2723642,NA,13075,"Vorpommern-Greifswald",235623,138,230716.6079,4.2993,731.7806,230.4583,96.6927,60.0032,8.8674,5.0783,0.2635,0.1551,37.3719,4.7515,1.7918,5.976,36.4883,NA
"892000","Gewaltkriminalität",13076,"Ludwigslust-Parchim","LK",313,148,69,22,0,0,272,86.9,315,269,46,60,19,2723642,NA,13076,"Ludwigslust-Parchim",211779,142,198040.6399,4.1682,760.2916,252.6563,108.9878,62.9899,6.1129,4.9268,0.2953,0.0701,34.586,6.3611,-4.3801,8.7196,37.2535,NA
"892000","Gewaltkriminalität",14511,"Chemnitz","KfS",689,280,91,13.2,4,6,564,81.9,598,518,80,268,44.8,2723642,NA,14511,"Chemnitz",246334,1,280083.1767,18.4812,1316.8944,77.7528,71.33,51.2018,10.95,5.26,0.1792,0.7,35.0294,NA,13.5052,-7.7468,11.698,NA
"892000","Gewaltkriminalität",14521,"Erzgebirgskreis","LK",296,88,59,19.9,3,5,266,89.9,309,259,50,95,30.7,2723642,NA,14521,"Erzgebirgskreis",334948,59,337686.8648,7.9182,998.41,138.2735,83.5378,50.5904,10.8224,4.5542,0.2534,0.1805,38.6981,4.3364,2.6936,9.1648,29.1959,41.1504
"892000","Gewaltkriminalität",14522,"Mittelsachsen","LK",366,120,46,12.6,5,4,327,89.3,370,323,47,85,23,2723642,NA,14522,"Mittelsachsen",304099,53,300889.5471,5.7694,880.25,179.9656,88.8558,53.861,9.8774,4.7513,0.2658,0.1763,37.4505,4.6848,3.8611,9.1309,32.4453,35.0137
"892000","Gewaltkriminalität",14523,"Vogtlandkreis","LK",356,158,57,16,1,3,295,82.9,345,289,56,97,28.1,2723642,NA,14523,"Vogtlandkreis",225997,37,224758.9849,5.9001,889.2603,175.6207,89.8138,55.1853,10.8986,4.393,0.249,0.1553,39.6814,4.7082,2.9084,9.9692,30.0515,38.7322
"892000","Gewaltkriminalität",14524,"Zwickau","LK",436,138,58,13.3,7,3,370,84.9,474,414,60,122,25.7,2723642,NA,14524,"Zwickau",315002,33,322962.9848,7.5901,1049.3305,163.1463,87.7476,52.1383,10.2964,4.7761,0.2558,0.1938,37.5084,5.1883,4.7008,7.9549,29.5359,37.2541
"892000","Gewaltkriminalität",14612,"Dresden","KfS",1506,270,202,13.4,5,5,1144,76,1339,1156,183,556,41.5,2723642,NA,14612,"Dresden",556780,1,593321.2249,28.3663,1502.8448,61.667,71.24,49.8502,3.96,6.92,0.2025,0.7389,27.5618,NA,3.6306,-13.0864,14.3755,NA
"892000","Gewaltkriminalität",14625,"Bautzen","LK",394,131,73,18.5,3,1,354,89.8,382,323,59,78,20.4,2723642,NA,14625,"Bautzen",299758,57,294568.7517,6.2495,972.8704,192.3125,98.4153,55.2349,7.2577,4.9007,0.3126,0.1348,35.3774,5.0593,1.6537,9.9018,37.6419,43.5338
"892000","Gewaltkriminalität",14626,"Görlitz","LK",483,191,90,18.6,0,4,410,84.9,510,431,79,131,25.7,2723642,NA,14626,"Görlitz",252725,53,255453.8524,5.6463,872.4608,191.1713,96.603,57.7219,8.6526,4.5557,0.2599,0.1262,39.3575,4.3713,2.6191,9.2293,33.6066,38.1989
"892000","Gewaltkriminalität",14627,"Meißen","LK",300,124,42,14,5,0,262,87.3,308,267,41,68,22.1,2723642,NA,14627,"Meißen",241717,28,234413.0182,6.8044,1023.4072,193.4735,92.7832,55.2714,7.6071,5.2371,0.2814,0.1987,35.8615,5.3493,-2.3179,4.6581,26.897,33.2988
"892000","Gewaltkriminalität",14628,"Sächsische Schweiz-Osterzgebirge","LK",225,92,42,18.7,0,0,197,87.6,254,222,32,46,18.1,2723642,NA,14628,"Sächsische Schweiz-Osterzgebirge",245586,36,235962.5092,6.5395,864.2294,158.8283,90.3589,53.0501,8.1239,5.1119,0.2718,0.1689,36.5195,5.0727,3.6831,8.7199,27.3065,40.8043
"892000","Gewaltkriminalität",14713,"Leipzig","KfS",1761,297,273,15.5,19,8,1274,72.3,1381,1183,198,560,40.6,2723642,NA,14713,"Leipzig",593145,1,598034.3652,28.1243,1640.8595,69.457,72.13,51.3012,4.37,6.44,0.1841,0.8077,25.3682,NA,3.5845,-13.067,4.1047,NA
"892000","Gewaltkriminalität",14729,"Leipzig","LK",395,153,53,13.4,6,5,348,88.1,414,351,63,69,16.7,2723642,NA,14729,"Leipzig",258139,30,259173.3927,6.9786,1090.5406,188.7721,91.7027,55.7129,7.1133,5.2713,0.2612,0.2329,35.1572,6.0504,0.8648,2.292,24.0696,43.3805
"892000","Gewaltkriminalität",14730,"Nordsachsen","LK",359,182,58,16.2,3,3,316,88,372,322,50,99,26.6,2723642,NA,14730,"Nordsachsen",197741,30,187793.7113,5.7105,1011.601,221.2654,95.4383,56.9424,7.165,4.896,0.2758,0.1839,35.4846,5.1466,-2.2488,4.5452,24.3202,44.1022
"892000","Gewaltkriminalität",15001,"Dessau-Roßlau","KfS",215,268,49,22.8,6,1,184,85.6,204,166,38,35,17.2,2723642,NA,15001,"Dessau-Roßlau",80103,1,84171.079,12.6424,1324.5487,133.3901,77.68,56.8803,12.49,5.48,0.1693,0.5125,41.0756,NA,0,-11.3879,5.0915,NA
"892000","Gewaltkriminalität",15002,"Halle (Saale)","KfS",1075,450,181,16.8,9,5,790,73.5,891,751,140,302,33.9,2723642,NA,15002,"Halle (Saale)",238762,1,247704.2082,25.5846,1588.1429,77.6916,70.36,53.2904,7.74,5.92,0.1647,0.7205,30.9256,NA,2.8825,-14.1605,10.5419,NA
"892000","Gewaltkriminalität",15003,"Magdeburg","KfS",955,402,195,20.4,21,14,673,70.5,752,661,91,217,28.9,2723642,NA,15003,"Magdeburg",237565,1,246706.3442,21.9413,1564.712,91.936,72.52,52.1014,6.66,5.75,0.1787,0.6493,31.1345,NA,3.5211,-12.8754,7.4322,NA
"892000","Gewaltkriminalität",15081,"Altmarkkreis Salzwedel","LK",178,214,37,20.8,0,0,155,87.1,172,150,22,30,17.4,2723642,NA,15081,"Altmarkkreis Salzwedel",83173,13,78824.1921,3.9037,853.5381,302.6512,109.9831,66.0756,8.6285,4.4015,0.2862,0.083,34.9238,4.9347,-5.6192,9.7846,36.8553,43.3283
"892000","Gewaltkriminalität",15082,"Anhalt-Bitterfeld","LK",329,208,61,18.5,1,2,295,89.7,347,288,59,61,17.6,2723642,NA,15082,"Anhalt-Bitterfeld",158486,10,153203.0464,6.3266,1172.0923,247.82,89.737,56.8592,8.778,5.079,0.2311,0.2019,37.9333,4.7329,-2.9512,-0.1955,23.276,27.6628
"892000","Gewaltkriminalität",15083,"Börde","LK",258,151,48,18.6,0,3,238,92.2,259,218,41,37,14.3,2723642,NA,15083,"Börde",170923,34,160442.2307,5.1884,976.5926,243.3297,100.0029,60.0045,8.9291,4.8376,0.273,0.1302,34.7906,5.5595,-2.327,4.1994,22.0528,32.1857
"892000","Gewaltkriminalität",15084,"Burgenlandkreis","LK",388,217,85,21.9,2,7,324,83.5,359,301,58,84,23.4,2723642,NA,15084,"Burgenlandkreis",178846,33,171307.007,5.1021,927.9093,226.1155,97.3721,58.1096,8.4982,4.6012,0.2723,0.1186,37.9715,4.7967,-1.8038,6.8219,28.1476,43.592
"892000","Gewaltkriminalität",15085,"Harz","LK",427,200,95,22.2,1,7,365,85.5,404,344,60,66,16.3,2723642,NA,15085,"Harz",213310,20,208671.0447,6.6719,1182.9892,223.4304,94.1735,58.9701,8.5965,4.8785,0.2365,0.1628,37.952,4.8969,-0.9805,2.9633,24.2773,37.4056
"892000","Gewaltkriminalität",15086,"Jerichower Land","LK",207,231,26,12.6,0,0,180,87,196,155,41,26,13.3,2723642,NA,15086,"Jerichower Land",89589,8,82880.2246,5.2349,1012.0145,254.6809,96.55,59.2456,7.805,5.1038,0.2494,0.1702,36.9946,5.76,-2.5146,0.4564,19.5103,26.4351
"892000","Gewaltkriminalität",15087,"Mansfeld-Südharz","LK",279,207,74,26.5,1,5,229,82.1,265,217,48,42,15.8,2723642,NA,15087,"Mansfeld-Südharz",134942,22,132825.303,5.9019,1054.2808,212.3721,94.3891,57.1194,7.7709,4.7627,0.2428,0.1247,40.4512,4.4051,-0.7075,5.3298,26.759,44.6328
"892000","Gewaltkriminalität",15088,"Saalekreis","LK",354,193,77,21.8,4,1,315,89,368,325,43,83,22.6,2723642,NA,15088,"Saalekreis",183815,20,175061.3364,5.7401,1046.2697,235.2696,96.603,58.7366,7.22,5.064,0.2709,0.158,36.3043,5.2814,-3.3581,3.1914,25.5978,36.7356
"892000","Gewaltkriminalität",15089,"Salzlandkreis","LK",396,209,54,13.6,5,2,337,85.1,391,347,44,78,19.9,2723642,NA,15089,"Salzlandkreis",189125,21,183431.563,5.5245,1063.1497,248.9869,91.3638,57.4822,10.07,4.7471,0.2361,0.1677,37.2913,5.2067,-3.0778,3.1177,22.3671,55.6518
"892000","Gewaltkriminalität",15090,"Stendal","LK",225,202,50,22.2,3,1,192,85.3,245,204,41,29,11.8,2723642,NA,15090,"Stendal",111190,25,106094.3081,3.9736,786.987,278.7324,100.0556,61.7268,9.71,4.5348,0.2496,0.1024,37.978,4.557,-4.4446,7.4686,29.1866,44.8317
"892000","Gewaltkriminalität",15091,"Wittenberg","LK",286,229,59,20.6,1,2,247,86.4,264,233,31,65,24.6,2723642,NA,15091,"Wittenberg",124953,9,117961.5334,5.1162,968.6597,240.4117,93.1756,59.4909,8.3078,4.7767,0.2335,0.162,39.505,4.7774,-5.2447,2.2945,25.7162,42.2388
"892000","Gewaltkriminalität",16051,"Erfurt","KfS",674,315,156,23.1,0,0,523,77.6,567,481,86,177,31.2,2723642,NA,16051,"Erfurt",213981,1,234999.888,18.3655,1311.7483,80.1835,74.28,53.1295,4.33,6.48,0.2112,0.6746,29.7933,NA,2.935,-14.2313,14.0069,NA
"892000","Gewaltkriminalität",16052,"Gera","KfS",311,334,48,15.4,2,0,242,77.8,296,253,43,90,30.4,2723642,NA,16052,"Gera",93125,1,104871.4721,12.7548,1285.9553,116.2933,72.45,55.1259,11.29,5.13,0.1745,0.6215,38.0273,NA,3.6105,-11.4223,13.7623,NA
"892000","Gewaltkriminalität",16053,"Jena","KfS",248,223,53,21.4,0,0,192,77.4,212,189,23,65,30.7,2723642,NA,16053,"Jena",111343,1,105275.3603,17.5387,1279.9214,76.5968,73,51.5655,2.91,7.04,0.2202,0.6256,27.9345,NA,4.7414,-14.916,12.9873,NA
"892000","Gewaltkriminalität",16054,"Suhl","KfS",109,296,15,13.8,0,0,100,91.7,132,122,10,81,61.4,2723642,NA,16054,"Suhl",36789,1,34932.5966,7.537,1033.1935,141.8155,77.41,54.3136,9.86,5.29,0.1857,0.5151,42.4682,NA,6.5449,-7.1597,12.9387,NA
"892000","Gewaltkriminalität",16055,"Weimar","KfS",156,239,30,19.2,0,0,126,80.8,149,131,18,39,26.2,2723642,NA,16055,"Weimar",65228,1,60601.9472,15.3103,1324.1176,92.0735,78.75,53.2906,4.17,6.52,0.2224,0.4983,30.7982,NA,3.9095,-9.8978,14.116,NA
"892000","Gewaltkriminalität",16061,"Eichsfeld","LK",115,115,26,22.6,0,1,99,86.1,129,107,22,44,34.1,2723642,NA,16061,"Eichsfeld",100006,68,94731.3063,7.0459,1040.4337,171.2409,117.2032,57.6749,6.2172,4.8752,0.4175,0.0378,31.7821,5.2776,-1.078,11.282,36.6162,60.0744
"892000","Gewaltkriminalität",16062,"Nordhausen","LK",147,176,22,15,1,0,131,89.1,143,120,23,32,22.4,2723642,NA,16062,"Nordhausen",83416,15,80301.7741,5.8621,911.814,173.3758,103.9727,60.316,7.26,4.4807,0.2878,0.101,37.5079,4.8162,-0.5398,8.2131,33.5606,41.6658
"892000","Gewaltkriminalität",16063,"Wartburgkreis","LK",144,121,27,18.8,2,5,121,84,140,121,19,30,21.4,2723642,NA,16063,"Wartburgkreis",118974,32,104928.9946,6.0042,1033.7286,196.1009,105.4619,57.2262,7.1828,4.9327,0.3244,0.1087,36.0744,5.1242,1.5768,11.4241,39.1213,32.1292
"892000","Gewaltkriminalität",16064,"Unstrut-Hainich-Kreis","LK",201,197,39,19.4,1,3,171,85.1,189,158,31,33,17.5,2723642,NA,16064,"Unstrut-Hainich-Kreis",102232,30,98046.6614,5.8706,1053.2021,205.0472,110.3357,59.815,9.5392,4.7577,0.3529,0.0662,34.8439,4.8565,-0.9284,8.6456,33.7535,54.5944
"892000","Gewaltkriminalität",16065,"Kyffhäuserkreis","LK",131,177,24,18.3,0,0,116,88.5,141,119,22,21,14.9,2723642,NA,16065,"Kyffhäuserkreis",74212,28,72319.2997,5.322,1007.5436,221.6683,105.0571,59.8517,10.6477,4.42,0.2937,0.0532,38.1175,4.167,-4.9792,9.1076,32.7605,58.434
"892000","Gewaltkriminalität",16066,"Schmalkalden-Meiningen","LK",193,155,40,20.7,0,2,170,88.1,186,159,27,46,24.7,2723642,NA,16066,"Schmalkalden-Meiningen",124916,39,120690.371,6.6106,1033.4585,180.3152,104.9305,56.8958,7.3506,4.6846,0.3205,0.0807,36.4789,4.6202,-0.0255,8.1127,29.5895,39.9077
"892000","Gewaltkriminalität",16067,"Gotha","LK",237,176,58,24.5,0,3,209,88.2,246,195,51,71,28.9,2723642,NA,16067,"Gotha",134908,30,127597.5547,7.0613,1157.1724,190.6136,103.725,56.7417,4.829,4.958,0.3253,0.1071,34.2652,5.0904,-4.0227,6.7303,28.0292,35.4514
"892000","Gewaltkriminalität",16068,"Sömmerda","LK",113,163,31,27.4,0,1,101,89.4,112,93,19,9,8,2723642,NA,16068,"Sömmerda",69427,38,66115.4892,6.2128,1136.4468,217.1913,108.3492,58.5284,5.8871,5.2924,0.3303,0.0688,33.7514,5.2766,-2.6729,6.8045,29.5389,39.0383
"892000","Gewaltkriminalität",16069,"Hildburghausen","LK",70,111,13,18.6,0,1,63,90,68,53,15,14,20.6,2723642,NA,16069,"Hildburghausen",63197,32,61087.5534,5.603,951.0557,180.9655,110.2709,59.4799,8.23,4.6296,0.3542,0.0439,36.4254,4.4333,-2.9442,10.9739,37.4937,43.2863
"892000","Gewaltkriminalität",16070,"Ilm-Kreis","LK",165,155,38,23,1,1,140,84.8,165,145,20,36,21.8,2723642,NA,16070,"Ilm-Kreis",106249,16,100668.6191,7.0004,1085.4,188.2052,102.6394,56.176,6.3273,5.3056,0.3271,0.1045,34.3652,5.8593,1.011,5.9322,24.0303,56.3643
"892000","Gewaltkriminalität",16071,"Weimarer Land","LK",127,155,31,24.4,0,0,119,93.7,128,116,12,30,23.4,2723642,NA,16071,"Weimarer Land",82156,39,76644.3068,6.0762,996.6244,194.9167,110.3456,57.2499,6.4471,5.3114,0.3435,0.0616,32.4543,5.9481,0.8313,9.9874,29.2662,46.1719
"892000","Gewaltkriminalität",16072,"Sonneberg","LK",111,192,28,25.2,0,1,100,90.1,123,105,18,41,33.3,2723642,NA,16072,"Sonneberg",57717,8,55960.9656,6.5086,858.6107,147.8397,92.2225,58.5755,8.8062,5.0312,0.2502,0.1231,39.3761,4.2669,-3.0882,7.7654,31.824,35.3463
"892000","Gewaltkriminalität",16073,"Saalfeld-Rudolstadt","LK",169,164,43,25.4,1,0,154,91.1,168,137,31,24,14.3,2723642,NA,16073,"Saalfeld-Rudolstadt",103199,26,100786.4859,5.4411,853.4012,172.0794,96.2596,52.7389,11.0448,4.6404,0.272,0.097,39.5216,4.4422,-1.2206,9.295,18.3253,33.6556
"892000","Gewaltkriminalität",16074,"Saale-Holzland-Kreis","LK",152,183,38,25,1,0,136,89.5,148,120,28,25,16.9,2723642,NA,16074,"Saale-Holzland-Kreis",82950,91,78382.2513,4.9751,859.8676,203.7367,108.2654,57.4151,7.9384,5.3591,0.3422,0.0716,35.6087,5.5882,0.5316,9.9285,33.1958,44.7168
"892000","Gewaltkriminalität",16075,"Saale-Orla-Kreis","LK",156,194,42,26.9,0,1,141,90.4,164,146,18,31,18.9,2723642,NA,16075,"Saale-Orla-Kreis",80312,59,77925.154,4.793,859.5543,222.311,105.6436,55.5474,9.6794,4.9666,0.3276,0.0627,35.9388,4.4579,0.3913,11.4409,23.9332,48.1256
"892000","Gewaltkriminalität",16076,"Greiz","LK",95,98,19,20,0,0,91,95.8,104,88,16,16,15.4,2723642,NA,16076,"Greiz",97398,45,95016.5422,4.9773,913.6207,226.5194,101.5118,56.8669,9.3341,4.555,0.285,0.1049,37.806,4.9803,-1.2104,7.2715,25.5415,32.8662
"892000","Gewaltkriminalität",16077,"Altenburger Land","LK",121,135,24,19.8,1,0,106,87.6,128,106,22,31,24.2,2723642,NA,16077,"Altenburger Land",89393,30,87373.9854,5.2405,900.1146,218.7065,96.5893,57.8249,10.5128,4.563,0.2558,0.1097,38.6354,5.204,-0.9055,8.3097,31.0325,46.3863
