"schluessel","straftat","gemeindeschluessel","stadt_landkreis","kreisart","anzahl_erfasste_faelle","haeufigkeitszahl","erfasste_faelle_davon_versuche_anzahl","erfasste_faelle_davon_versuche_anteil_in_percent","mit_schusswaffe_gedroht","mit_schusswaffe_geschossen","auffklaerung_anzahl_faelle","aufklaerungsquote","tatverdaechtige_insgesamt","tatverdaechtige_maennlich","tatverdaechtige_weiblich","nichtdeutsche_tatverdaechtige_anzahl","nichtdeutsche_tatverdaechtige_anteil_in_percent_an_der_gesamtzahl","gemeinden_n","pop_20_sum","pop20_MEAN","bs20_MEAN","lupp20_MEAN","mean_FLAT_size_2022","livespace_MEAN_grid_2022","vac_MEAN_muni_2022","Rent_m2_EUR_2022","share_larger_HH_2022","share_big_WHG_2022","POP_60_plus_._2022","change_pc_bs_mean"
"892000","Gewaltkriminalität",1001,"Flensburg","KfS",372,408,46,"12.4",3,2,274,"73.7",329,280,49,104,"31.6",1,84448.2861,27.1713,1529.4861,86.0582,78.71,58.4546,2.76,6.96,0.1918,0.4936,26.2706,7.4668
"892000","Gewaltkriminalität",1002,"Kiel","KfS",829,337,131,"15.8",9,3,607,"73.2",690,581,109,229,"33.2",1,255933.258,37.081,1284.6311,60.0215,73,52.4187,2.08,7.64,0.1969,0.6299,25.3295,5.9446
"892000","Gewaltkriminalität",1003,"Lübeck","KfS",792,366,117,"14.8",7,3,618,"78",751,645,106,218,"29",1,217398.0236,27.2258,1453.9809,90.2538,76.52,55.7473,2.82,7.47,0.202,0.458,30.279,3.8713
"892000","Gewaltkriminalität",1004,"Neumünster","KfS",376,473,51,"13.6",2,2,266,"70.7",320,279,41,137,"42.8",1,84581.2283,23.1666,1505.4347,96.2743,83.08,61.1821,3.55,6.22,0.2295,0.3398,29.9881,5.0808
"892000","Gewaltkriminalität",1051,"Dithmarschen","K",288,215,40,"13.9",5,1,232,"80.6",302,271,31,100,"33.1",116,133754.484,5.8121,717.6948,243.2363,120.7854,70.5195,3.8944,5.3383,0.275,0.0241,32.6505,8.4741
"892000","Gewaltkriminalität",1053,"Herzogtum Lauenburg","K",326,162,38,"11.7",3,2,261,"80.1",288,244,44,92,"31.9",133,193723.1286,8.3197,850.4747,175.4283,117.9739,63.4736,3.4963,6.6245,0.321,0.0561,30.0485,9.1752
"892000","Gewaltkriminalität",1054,"Nordfriesland","K",279,167,29,"10.4",2,3,222,"79.6",254,215,39,59,"23.2",133,163151.3359,5.3074,615.4767,234.3807,115.3145,69.506,5.3845,6.5814,0.2705,0.0446,31.2418,10.0305
"892000","Gewaltkriminalität",1055,"Ostholstein","K",342,169,99,"28.9",5,0,283,"82.7",292,245,47,46,"15.8",36,199957.2137,9.1552,896.8119,171.6266,98.9694,65.5181,3.9706,6.8831,0.2375,0.1653,35.8649,9.5341
"892000","Gewaltkriminalität",1056,"Pinneberg","K",630,198,119,"18.9",8,5,511,"81.1",620,503,117,213,"34.4",49,307834.2739,12.123,989.8874,147.3066,112.1635,64.417,2.6532,7.6904,0.3178,0.1136,28.2393,8.5157
"892000","Gewaltkriminalität",1057,"Plön","K",143,110,14,"9.8",0,2,117,"81.8",136,118,18,22,"16.2",85,127328.5716,7.8109,676.1796,150.8655,113.5435,67.129,4.1967,6.2941,0.2852,0.0645,32.8107,10.6854
"892000","Gewaltkriminalität",1058,"Rendsburg-Eckernförde","K",338,122,41,"12.1",2,3,261,"77.2",331,300,31,101,"30.5",165,273413.5123,7.3072,719.2447,180.1752,118.9648,68.6828,3.3751,6.1136,0.2919,0.0493,30.2165,9.8182
"892000","Gewaltkriminalität",1059,"Schleswig-Flensburg","K",296,145,28,"9.5",0,0,253,"85.5",305,258,47,85,"27.9",125,196093.3058,6.1224,650.4356,192.3803,118.3094,69.2309,3.8536,5.981,0.2815,0.0315,31.6558,7.5327
"892000","Gewaltkriminalität",1060,"Segeberg","K",424,151,63,"14.9",8,9,332,"78.3",441,397,44,158,"35.8",96,271257.8648,8.7135,823.8551,159.4221,118.8287,67.5815,2.8952,6.5687,0.3127,0.0655,28.6739,7.8082
"892000","Gewaltkriminalität",1061,"Steinburg","K",233,178,49,"21",4,3,183,"78.5",222,188,34,69,"31.1",111,131079.5783,6.5308,683.7616,218.2306,120.6555,68.1239,3.4082,5.5433,0.2992,0.0265,30.1453,8.4654
"892000","Gewaltkriminalität",1062,"Stormarn","K",331,135,50,"15.1",2,4,273,"82.5",328,288,40,123,"37.5",55,242401.3125,11.3322,912.5597,129.723,115.6911,64.3748,2.4279,7.6371,0.3213,0.0866,28.8841,7.9834
"892000","Gewaltkriminalität",2000,"Hamburg","KfS",7577,409,1142,"15.1",46,26,5186,"68.4",6359,5202,1157,2951,"46.4",1,1802764.6158,39.0623,1526.9579,63.3309,76.62,55.9616,1.92,9.16,0.215,0.6455,24.0383,5.7989
"892000","Gewaltkriminalität",3101,"Braunschweig","KfS",781,314,103,"13.2",3,6,624,"79.9",714,607,107,222,"31.1",1,248857.4872,29.1573,1565.7314,88.1464,83.41,60.75,3.64,7.27,0.2011,0.5435,27.6652,3.922
"892000","Gewaltkriminalität",3102,"Salzgitter","KfS",339,327,53,"15.6",3,1,291,"85.8",351,296,55,149,"42.5",1,100373.6439,18.1278,1346.1471,130.1918,85.83,62.7223,7.14,5.6,0.2559,0.2672,30.083,3.1532
"892000","Gewaltkriminalität",3103,"Wolfsburg","KfS",319,257,45,"14.1",4,2,244,"76.5",278,237,41,129,"46.4",1,122913.356,21.4508,1597.6838,128.8425,91.08,60.3635,5.63,7.21,0.2556,0.3955,29.1006,8.7232
"892000","Gewaltkriminalität",3151,"Gifhorn","LK",255,143,38,"14.9",3,0,225,"88.2",292,245,47,99,"33.9",42,171831.085,10.9606,1155.0042,185.5489,127.7756,71.2618,4.0512,6.0863,0.3433,0.0384,28.7013,6.1676
